"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35037 TUPA";5;7;10;16;29;46;53;41;60;74;106;102;231;780
"35038 MARILIA";48;23;48;52;78;95;137;163;171;219;273;289;594;2190
"35039 ASSIS";29;27;40;55;58;70;87;108;144;152;160;180;469;1579
"35040 OURINHOS";21;27;43;43;71;82;114;154;142;193;192;233;465;1780
"35041 ITAPEVA";20;36;35;39;86;81;69;95;121;161;174;161;355;1433
"35042 ITAPETININGA";27;20;26;27;46;60;59;76;82;97;112;128;267;1027
"35043 TATUI";20;27;14;32;49;55;63;86;98;113;131;172;314;1174
"35044 CAPAO BONITO";11;14;18;19;23;32;27;39;48;77;91;80;138;617
"35045 PIEDADE";22;27;19;30;28;41;42;50;62;86;97;103;202;809
"35046 SOROCABA";166;194;179;253;300;428;495;568;611;741;794;864;1671;7264
"35047 JUNDIAI";69;76;86;118;129;183;256;259;277;326;380;402;869;3430
"35048 BRAGANCA PAULISTA";68;55;77;76;115;143;192;176;229;274;336;428;743;2912
"35049 CAMPOS DO JORDAO";9;9;17;23;25;41;31;32;33;34;49;43;93;439
"35050 SAO JOSE DOS CAMPOS";147;149;200;254;308;389;467;514;518;646;729;791;1600;6712
"35051 GUARATINGUETA";49;60;77;76;123;143;170;177;221;275;277;282;611;2541
"35052 BANANAL";-;3;3;5;4;8;6;13;8;13;12;16;32;123
"35053 PARAIBUNA/PARAITINGA";9;6;9;6;15;14;21;13;27;28;30;31;65;274
"35054 CARAGUATATUBA";45;49;51;62;69;79;90;99;111;97;118;108;223;1201
"35055 REGISTRO";35;52;45;52;73;84;100;108;139;168;162;164;339;1521
"35056 ITANHAEM";40;39;28;40;69;72;74;105;107;127;138;106;212;1157
"35057 OSASCO";244;219;252;288;325;431;517;549;513;563;608;603;1066;6178
"35058 FRANCO DA ROCHA";64;59;87;70;107;117;140;143;143;156;148;152;270;1656
"35059 GUARULHOS";210;223;217;239;274;359;376;411;420;487;540;515;909;5180
"35060 ITAPECERICA DA SERRA";139;143;148;156;219;262;288;309;294;349;346;323;640;3616
"35061 SAO PAULO";1862;1871;2039;2683;3396;4468;5453;5906;6330;7567;8315;9369;19111;78370
"35062 MOGI DAS CRUZES";173;155;163;221;278;332;397;417;441;514;553;534;967;5145
"35063 SANTOS";183;203;241;297;447;548;633;721;761;946;1104;1168;2167;9419
"Total";5076;5244;5928;7416;9639;12613;14869;16370;17916;21801;24373;26835;53988;222068
