"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35052 BANANAL";3;4;2;2;7;3;5;6;12;8;13;14;23;102
"35053 PARAIBUNA/PARAITINGA";3;9;10;8;11;11;11;18;30;27;38;34;43;253
"35054 CARAGUATATUBA";33;30;24;24;27;35;30;38;47;40;50;47;75;500
"35055 REGISTRO";39;49;45;48;49;56;56;74;68;103;114;80;151;932
"35056 ITANHAEM";19;20;12;24;20;24;18;15;28;12;25;25;41;283
"35057 OSASCO";171;155;141;178;169;202;229;266;269;301;280;289;324;2974
"35058 FRANCO DA ROCHA";37;41;42;56;49;49;58;53;78;62;71;62;79;737
"35059 GUARULHOS";158;163;149;151;174;221;195;243;250;259;280;285;351;2879
"35060 ITAPECERICA DA SERRA";77;75;67;88;99;134;139;168;204;187;233;230;335;2036
"35061 SAO PAULO";2284;2449;2603;2700;3039;3634;4094;5182;5617;5800;6115;5653;9074;58244
"35062 MOGI DAS CRUZES";162;168;172;254;269;311;356;360;374;389;372;353;453;3993
"35063 SANTOS";243;262;256;279;317;379;461;576;576;614;701;637;953;6254
"Total";5106;5358;5757;6413;7212;8775;10276;12755;14096;15173;16535;15850;24455;147761
