"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35023 BOTUCATU";29;47;39;54;52;70;84;97;125;130;140;130;237;1234
"35024 ARARAQUARA";53;49;79;77;77;90;115;154;187;209;229;257;457;2033
"35025 SAO CARLOS";24;33;26;36;42;55;64;75;102;122;135;176;291;1181
"35026 RIO CLARO";25;30;37;39;34;46;72;65;97;114;153;127;277;1116
"35027 LIMEIRA";52;63;68;91;109;128;127;152;208;204;245;264;431;2142
"35028 PIRACICABA";66;63;69;90;116;96;142;184;225;247;250;284;405;2237
"35029 PIRASSUNUNGA";18;18;13;17;29;35;41;44;62;72;91;80;147;667
"35030 SAO JOAO DA BOA VISTA";37;55;63;75;96;90;143;163;209;223;281;264;435;2134
"35031 MOJI MIRIM";28;39;50;43;67;62;83;98;154;145;148;185;308;1410
"35032 CAMPINAS";312;333;369;420;444;491;584;688;863;943;924;943;1479;8793
"35033 AMPARO";10;15;20;19;26;33;34;45;88;83;90;124;229;816
"35034 DRACENA";18;9;18;15;20;15;25;39;44;43;44;90;130;510
"35035 ADAMANTINA";8;20;14;14;19;26;31;55;63;91;79;113;218;751
"35036 PRESIDENTE PRUDENTE";51;72;70;98;89;124;161;182;222;271;291;291;498;2420
"35037 TUPA";12;8;11;18;27;26;47;46;53;68;78;71;166;631
"35038 MARILIA";48;62;81;76;93;88;132;180;196;223;237;216;356;1988
"35039 ASSIS";29;40;29;37;50;66;70;66;109;108;155;137;217;1113
"35040 OURINHOS";30;37;43;55;58;86;87;86;146;147;174;163;292;1404
"35041 ITAPEVA";22;26;41;39;50;51;65;74;105;134;126;162;172;1067
"35042 ITAPETININGA";24;23;26;44;35;42;46;52;90;83;84;112;153;814
"35043 TATUI";16;16;26;23;30;37;52;47;90;95;113;114;185;844
"35044 CAPAO BONITO";17;21;14;12;26;30;27;48;55;70;67;63;86;536
"35045 PIEDADE";14;10;28;25;27;20;20;39;66;64;74;68;81;536
"35046 SOROCABA";175;194;213;244;266;287;337;415;461;559;576;553;838;5118
"35047 JUNDIAI";73;84;79;121;122;127;162;195;245;290;278;307;439;2522
"35048 BRAGANCA PAULISTA";71;50;72;102;99;95;125;165;199;201;247;273;392;2091
"35049 CAMPOS DO JORDAO";8;19;16;26;21;21;35;42;43;48;44;50;53;426
"35050 SAO JOSE DOS CAMPOS";190;244;228;256;241;271;301;368;421;492;520;497;817;4846
"35051 GUARATINGUETA";46;70;87;83;112;114;130;140;191;221;212;269;364;2039
"35052 BANANAL";1;2;3;5;3;2;3;4;7;9;12;9;24;84
"35053 PARAIBUNA/PARAITINGA";4;16;11;12;8;7;14;17;26;29;39;45;64;292
"35054 CARAGUATATUBA";45;61;50;47;45;38;34;55;59;56;53;74;104;721
"35055 REGISTRO";45;50;38;60;60;65;67;71;97;95;120;126;172;1066
"35056 ITANHAEM";30;28;44;39;36;51;39;33;64;74;47;58;94;637
"35057 OSASCO";250;259;241;251;264;232;282;262;336;341;274;279;361;3632
"35058 FRANCO DA ROCHA";69;57;90;72;82;73;68;84;103;98;113;92;164;1165
"35059 GUARULHOS";184;194;184;214;213;201;252;273;333;373;315;305;416;3457
"35060 ITAPECERICA DA SERRA";119;103;98;152;157;171;198;210;225;243;273;301;430;2680
"35061 SAO PAULO";3197;3393;3524;3727;3752;3895;4648;5197;6404;6745;6361;6636;10656;68135
"35062 MOGI DAS CRUZES";149;167;176;188;219;248;268;306;340;371;384;344;467;3627
"35063 SANTOS";281;331;373;345;423;414;479;591;705;754;744;677;1252;7369
"Total";6475;7125;7602;8374;8816;9331;11278;13134;16250;17572;17814;18401;29434;171606
