"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35050 SAO JOSE DOS CAMPOS";144;104;148;227;251;386;556;715;933;1055;1030;1102;2848;9499
"35051 GUARATINGUETA";41;37;51;64;85;124;164;247;314;303;355;374;918;3077
"35052 BANANAL";-;-;-;2;3;2;4;3;6;14;14;10;47;105
"35053 PARAIBUNA/PARAITINGA";5;4;7;12;12;14;15;11;18;22;26;22;91;259
"35054 CARAGUATATUBA";23;23;37;50;60;87;113;137;155;165;159;183;422;1614
"35055 REGISTRO";35;22;32;50;66;71;80;117;177;198;197;256;562;1863
"35056 ITANHAEM";27;21;24;50;57;60;105;121;158;187;171;204;403;1588
"35057 OSASCO";138;166;195;252;306;388;528;638;830;854;880;828;1930;7933
"35058 FRANCO DA ROCHA";52;46;62;48;93;124;138;202;230;262;243;226;510;2236
"35059 GUARULHOS";104;128;164;222;251;348;439;546;673;768;746;721;1785;6895
"35060 ITAPECERICA DA SERRA";102;108;126;157;191;284;386;478;563;636;589;550;1258;5428
"35061 SAO PAULO";1224;1299;1607;1982;2662;3680;5156;6907;8688;9609;9907;10910;32236;95867
"35062 MOGI DAS CRUZES";129;128;152;183;261;324;466;631;768;823;771;824;1822;7282
"35063 SANTOS";152;141;217;260;332;468;688;855;1124;1138;1205;1302;3570;11452
"Total";3515;3703;4834;6283;7991;10941;15567;20572;25882;28885;30338;32991;92352;283854
