"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35047 JUNDIAI";78;95;133;114;142;153;155;195;260;318;322;319;569;2853
"35048 BRAGANCA PAULISTA";61;71;90;89;119;123;116;161;231;278;261;270;526;2396
"35049 CAMPOS DO JORDAO";14;26;15;35;43;29;36;37;44;59;61;45;77;521
"35050 SAO JOSE DOS CAMPOS";224;280;299;296;296;345;339;425;492;579;626;605;934;5740
"35051 GUARATINGUETA";63;77;81;104;110;122;151;165;227;238;280;296;448;2362
"35052 BANANAL";1;-;5;4;5;4;7;7;4;9;15;15;26;102
"35053 PARAIBUNA/PARAITINGA";12;5;8;13;11;8;18;13;26;39;38;30;59;280
"35054 CARAGUATATUBA";54;66;67;60;54;58;53;57;81;83;97;77;128;935
"35055 REGISTRO";49;47;63;59;65;68;92;89;99;109;124;143;213;1220
"35056 ITANHAEM";32;36;36;47;43;55;58;61;77;65;79;72;135;796
"35057 OSASCO";293;331;301;316;307;269;291;371;353;380;389;330;528;4459
"35058 FRANCO DA ROCHA";92;79;90;92;92;74;92;95;116;130;114;112;162;1340
"35059 GUARULHOS";254;231;266;271;287;281;291;333;371;385;355;327;459;4111
"35060 ITAPECERICA DA SERRA";155;167;129;150;163;199;212;231;260;302;261;260;442;2931
"35061 SAO PAULO";3062;3570;3698;3975;4087;4427;4768;5564;6451;7737;7548;7021;13059;74967
"35062 MOGI DAS CRUZES";179;202;258;233;277;268;312;367;401;451;417;397;694;4456
"35063 SANTOS";319;376;424;460;502;442;522;647;727;847;824;810;1427;8327
"Total";6987;8101;8729;9441;10054;10804;12117;14702;17405;20469;20851;20089;36431;196180
