"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35052 BANANAL";4;1;-;4;6;4;5;8;12;10;13;12;23;102
"35053 PARAIBUNA/PARAITINGA";6;11;12;13;16;23;14;19;15;25;35;42;79;310
"35054 CARAGUATATUBA";74;64;57;81;61;75;75;92;100;92;108;114;169;1162
"35055 REGISTRO";43;49;54;63;75;93;101;96;130;136;141;149;291;1421
"35056 ITANHAEM";42;43;58;43;67;66;77;79;77;90;114;105;159;1020
"35057 OSASCO";353;356;338;312;402;428;467;508;486;537;525;507;863;6082
"35058 FRANCO DA ROCHA";62;68;76;87;89;110;122;102;105;124;134;148;204;1431
"35059 GUARULHOS";261;288;255;308;326;387;410;341;411;465;491;464;779;5186
"35060 ITAPECERICA DA SERRA";230;218;204;214;217;241;271;292;287;289;296;266;507;3532
"35061 SAO PAULO";2948;2902;3025;3220;3918;4753;5242;5610;6340;7440;8789;8423;16394;79004
"35062 MOGI DAS CRUZES";206;191;250;271;315;319;384;408;448;470;500;514;830;5106
"35063 SANTOS";335;300;319;403;471;544;614;664;807;929;1083;1068;1856;9393
"Total";6939;7083;7667;8647;10619;12674;14040;15178;18169;20897;24719;23874;46010;216516
