"Microrregião IBGE";"20 a 24 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos e mais";"Total"
"35032 CAMPINAS";214;212;251;369;526;635;900;1271;1597;1746;1840;2063;5916;17540
"35033 AMPARO";11;7;16;21;24;32;55;74;111;128;136;166;571;1352
"35034 DRACENA";7;6;9;10;21;28;27;51;69;74;115;114;400;931
"35035 ADAMANTINA";11;12;7;16;35;33;54;56;79;93;108;138;454;1096
"35036 PRESIDENTE PRUDENTE";38;43;61;86;110;175;251;322;419;512;559;635;1738;4949
"35037 TUPA";9;12;6;14;10;18;42;53;67;78;88;120;404;921
"35038 MARILIA";41;26;42;69;63;87;143;209;259;272;345;342;1077;2975
"35039 ASSIS";14;13;25;20;50;60;88;140;144;176;195;237;670;1832
"35040 OURINHOS";27;27;27;42;58;60;109;120;210;220;265;314;790;2269
"35041 ITAPEVA";21;17;18;30;46;71;98;129;129;161;194;211;541;1666
"35042 ITAPETININGA";21;18;18;24;30;51;86;86;137;134;146;151;440;1342
"35043 TATUI";16;15;15;36;40;51;58;106;129;159;186;167;531;1509
"35044 CAPAO BONITO";7;5;13;24;28;30;34;59;67;73;83;91;266;780
"35045 PIEDADE";10;15;17;29;32;35;62;62;93;117;125;119;340;1056
"35046 SOROCABA";134;123;182;219;298;364;554;750;977;1043;1093;1097;3036;9870
"35047 JUNDIAI";53;58;68;90;130;160;256;342;478;468;492;539;1547;4681
"35048 BRAGANCA PAULISTA";50;42;50;81;95;122;203;277;323;386;469;467;1452;4017
"35049 CAMPOS DO JORDAO";8;7;9;10;17;24;28;38;35;46;51;65;123;461
"35050 SAO JOSE DOS CAMPOS";133;134;156;231;265;383;516;750;970;1211;1213;1215;3242;10419
"35051 GUARATINGUETA";52;39;63;52;71;108;200;222;305;322;368;376;992;3170
"35052 BANANAL";-;1;-;1;2;6;5;1;8;16;8;12;39;99
"35053 PARAIBUNA/PARAITINGA";1;-;5;5;9;12;15;20;20;35;32;47;109;310
"35054 CARAGUATATUBA";37;31;36;50;56;71;103;136;195;184;189;195;510;1793
"35055 REGISTRO";34;33;28;36;62;68;101;120;188;215;239;216;576;1916
"35056 ITANHAEM";30;36;30;37;63;72;104;137;180;190;196;190;477;1742
"35057 OSASCO";146;143;193;254;314;442;564;629;889;931;976;917;2163;8561
"35058 FRANCO DA ROCHA";34;55;55;65;81;111;157;208;226;285;294;220;489;2280
"35059 GUARULHOS";132;106;164;221;232;328;468;595;739;793;759;796;1953;7286
"35060 ITAPECERICA DA SERRA";106;102;111;120;199;249;367;487;588;653;639;625;1378;5624
"35061 SAO PAULO";1264;1295;1638;1985;2682;3504;4915;6903;8996;10137;10349;10946;34057;98671
"35062 MOGI DAS CRUZES";123;113;150;186;251;390;478;648;794;851;854;821;1988;7647
"35063 SANTOS";140;151;207;250;355;444;601;877;1156;1386;1339;1420;3942;12268
"Total";3612;3697;4734;6205;8161;10751;15266;20966;27128;30740;32373;33962;98602;296197
