"Microrregião IBGE";"De 20 a 24 anos";"De 25 a 29 anos";"De 30 a 34 anos";"De 35 a 39 anos";"De 40 a 44 anos";"De 45 a 49 anos";"De 50 a 54 anos";"De 55 a 59 anos";"De 60 a 64 anos";"De 65 a 69 anos";"De 70 a 74 anos";"De 75 a 79 anos";"De 80 anos ou mais";"Total"
"35030 SAO JOAO DA BOA VISTA";36896;34699;30935;29958;29907;28281;24665;20047;15499;12493;10132;7650;7454;288616
"35031 MOJI MIRIM";35385;33615;30061;28543;27723;25325;21489;17246;13015;9900;7602;5411;5143;260458
"35032 CAMPINAS";241107;240431;216853;201136;190318;171595;144463;111669;81286;61555;47067;33331;32372;1773183
"35033 AMPARO";15427;14959;13687;12986;12635;12041;10691;8985;7123;5876;4772;3591;3647;126420
"35034 DRACENA";10203;9568;8744;8514;8335;7850;6886;5811;4813;4120;3345;2414;2313;82916
"35035 ADAMANTINA";14488;13465;11913;11433;11414;10736;9412;7944;6768;5715;4794;3461;3333;114876
"35036 PRESIDENTE PRUDENTE";50712;48143;44778;44140;43354;38264;32061;26330;21234;17219;13513;9456;9194;398398
"35037 TUPA";9697;9235;8345;8214;8052;7551;6429;5431;4509;3850;3090;2252;2260;78915
"35038 MARILIA";29469;28969;26367;24382;23694;21965;18994;15718;12252;9824;7998;5842;5890;231364
"35039 ASSIS";23486;22121;20304;19674;19207;17537;14896;12323;9852;7881;6289;4566;4484;182620
"35040 OURINHOS";25631;23806;21425;20713;20415;18827;16439;13899;11004;8701;6839;4851;4681;197231
"35041 ITAPEVA";22002;20121;17961;16931;16340;14664;12331;9816;7613;6077;4719;3242;2992;154809
"35042 ITAPETININGA";17868;16838;14745;13164;12659;11595;9914;7861;5951;4598;3602;2578;2561;123934
"35043 TATUI";23367;22338;19902;18176;17146;15516;13312;10949;8478;6563;5024;3575;3480;167826
"35044 CAPAO BONITO";12581;11368;10454;9624;8895;7759;6563;5575;4539;3612;2712;1820;1603;87105
"35045 PIEDADE";17451;16065;14652;13621;12921;11453;9371;7957;6354;5014;3699;2410;2115;123083
"35046 SOROCABA";122288;118232;105441;97719;93171;84142;69577;54179;39868;30021;23055;16351;15775;869819
"35047 JUNDIAI";58471;57574;51474;47303;44976;41032;34516;26760;19677;15216;11616;8216;8104;424935
"35048 BRAGANCA PAULISTA";44801;43413;39316;36094;34349;31392;26694;21738;16671;12867;10216;7413;7230;332194
"35049 CAMPOS DO JORDAO";6112;5959;5603;5323;5020;4402;3558;2756;2131;1630;1224;824;785;45327
"35050 SAO JOSE DOS CAMPOS";131307;128880;114853;105071;100781;91804;78485;61616;43364;31072;22335;15527;15496;940591
"35051 GUARATINGUETA";37119;35254;31167;29074;28796;27033;22710;18439;13943;10467;8057;5658;5692;273409
"35052 BANANAL";2280;2117;1933;1875;1842;1650;1355;1158;952;810;635;459;494;17560
"35053 PARAIBUNA/PARAITINGA";6102;5600;5289;5218;5098;4515;3866;3296;2862;2316;1792;1227;1105;48286
"35054 CARAGUATATUBA";25189;25043;23245;20874;18596;16132;13517;10716;7860;5762;4150;2777;2565;176426
"35055 REGISTRO";21618;20428;18276;16784;15838;14245;12350;10366;8580;6970;5239;3543;3339;157576
"35056 ITANHAEM";17514;16716;15455;14059;13383;12811;11851;10364;8569;6747;4975;3367;2968;138779
"35057 OSASCO";172688;169747;151883;137919;124095;107343;87942;66608;45365;31398;21807;14154;12751;1143700
"35058 FRANCO DA ROCHA";43543;41298;36362;33121;29950;26349;21985;16481;11008;7187;4930;3203;2894;278311
"35059 GUARULHOS";125784;123600;114673;105700;95156;81142;66042;49938;34372;24358;16834;11087;9856;858542
"35060 ITAPECERICA DA SERRA";94007;92025;82994;74664;66275;56892;46540;35217;23844;16280;10904;6871;6380;612893
"35061 SAO PAULO";1276788;1296566;1179419;1072739;998761;900438;770812;613663;451814;346795;265827;195545;197583;9566750
"35062 MOGI DAS CRUZES";123070;115597;105099;98031;90254;78376;63948;48299;33583;23905;16969;11272;10287;818690
"35063 SANTOS";128479;128191;116682;108083;103402;94893;82583;66992;51260;40815;32144;23360;22861;999745
"Total";3795847;3735684;3374795;3113621;2937004;2651572;2250471;1791525;1334287;1025381;785481;563281;552780;27911729
