"Microrregião IBGE";"De 20 a 24 anos";"De 25 a 29 anos";"De 30 a 34 anos";"De 35 a 39 anos";"De 40 a 44 anos";"De 45 a 49 anos";"De 50 a 54 anos";"De 55 a 59 anos";"De 60 a 64 anos";"De 65 a 69 anos";"De 70 a 74 anos";"De 75 a 79 anos";"De 80 anos ou mais";"Total"
"35017 ARACATUBA";21012;23575;23274;21176;20018;19378;17426;14506;11600;8782;6901;4973;5538;198159
"35018 BIRIGUI";21796;22957;22065;20648;19733;18780;16985;14407;11679;9027;6904;4951;5511;195443
"35019 LINS";13523;14135;13658;12391;11618;11136;10281;8796;7129;5464;4323;3267;3640;119361
"35020 BAURU";48874;52653;50185;44375;40680;38926;35857;30650;24254;18000;13796;10361;12074;420685
"35021 JAU";29530;31277;30156;27231;25322;24475;22513;18790;14635;10738;8380;6504;7551;257102
"35022 AVARE";15643;15958;15528;14216;12854;12054;10982;9302;7309;5335;4037;2930;3279;129427
"35023 BOTUCATU";17478;18370;17993;16325;14862;14123;13095;11345;9154;6874;5263;3959;4695;153536
"35024 ARARAQUARA";44471;47307;45023;40107;37304;36035;32733;27421;21733;16037;12158;9061;10499;379889
"35025 SAO CARLOS";26847;29058;27880;24983;22854;21951;20185;16913;13306;9770;7525;5707;6735;233714
"35026 RIO CLARO";21246;22803;22035;19549;17723;16968;15549;12914;10325;7850;6008;4554;5730;183254
"35027 LIMEIRA";51851;55231;51916;46190;42963;40932;37328;31015;23864;17253;12690;9162;10417;430812
"35028 PIRACICABA";48382;52407;50237;44389;40451;38567;35112;29784;23982;17628;13031;9685;11428;415083
"35029 PIRASSUNUNGA";15972;16961;15887;13931;13093;12837;11799;9743;7910;5951;4520;3334;3902;135840
"35030 SAO JOAO DA BOA VISTA";33874;35010;33388;30523;29522;29291;27693;23918;19202;14345;11065;8338;9874;306043
"35031 MOJI MIRIM";33691;35698;33882;30382;28712;27550;24997;20974;16529;12089;8872;6305;6965;286646
"35032 CAMPINAS";235799;257570;249239;222158;203804;189555;169819;140612;107372;76404;55773;39816;45034;1992955
"35033 AMPARO";14412;15377;14964;13933;13188;12772;12151;10765;8925;6843;5374;4089;4912;137705
"35034 DRACENA";9406;9976;9711;9006;8640;8370;7833;6811;5617;4477;3649;2755;3032;89283
"35035 ADAMANTINA";13710;14577;13368;11955;11391;11234;10538;9092;7649;6191;5095;3881;4317;122998
"35036 PRESIDENTE PRUDENTE";47478;48018;46649;44095;43646;42480;37620;31174;25361;19834;15465;11157;12422;425399
"35037 TUPA";8598;8986;8732;8203;8044;7891;7320;6248;5195;4225;3446;2578;2962;82428
"35038 MARILIA";27450;28731;28112;25907;24254;23322;21693;18718;15211;11550;8901;6666;7899;248414
"35039 ASSIS";22317;22738;21736;20218;19472;18983;17265;14566;11801;9126;6952;5184;5821;196179
"35040 OURINHOS";23889;24221;23124;21452;20605;20198;18539;16069;13314;10250;7700;5598;6218;211177
"35041 ITAPEVA";20444;19938;19095;17535;16403;15722;14145;11758;9302;6923;5249;3754;3927;164195
"35042 ITAPETININGA";17352;18239;17276;15016;13360;12546;11548;9668;7585;5491;4090;2960;3334;138465
"35043 TATUI";23022;24304;23287;20710;18675;17419;15763;13419;10865;8076;5954;4179;4620;190293
"35044 CAPAO BONITO";10963;10459;10316;9831;9105;8376;7404;6214;5204;4098;3111;2181;2141;89403
"35045 PIEDADE";16053;16112;15487;14291;13297;12538;11219;9359;7735;6024;4415;2973;2944;132447
"35046 SOROCABA";118650;125637;121039;108358;99139;93388;83750;68398;52522;37380;27054;19201;21530;976046
"35047 JUNDIAI";55963;61843;59966;53071;48218;44922;40548;33552;25608;18429;13641;9834;11109;476704
"35048 BRAGANCA PAULISTA";43151;45630;44603;40812;37292;34991;31861;26830;21605;16173;11988;8635;9958;373529
"35049 CAMPOS DO JORDAO";5857;5772;5733;5501;5253;4914;4307;3401;2614;1937;1421;976;1043;48729
"35050 SAO JOSE DOS CAMPOS";123694;133286;130572;116177;105418;99313;90277;76282;58993;40905;27973;18848;21193;1042931
"35051 GUARATINGUETA";34608;36104;34493;30989;28860;28297;26319;22001;17438;12805;9215;6514;7460;295103
"35052 BANANAL";2095;2059;2010;1904;1838;1795;1617;1329;1101;889;691;515;623;18466
"35053 PARAIBUNA/PARAITINGA";5619;5372;5246;5133;5148;5004;4492;3816;3185;2626;2051;1385;1460;50537
"35054 CARAGUATATUBA";24859;25958;26125;24030;21411;18960;16438;13799;10739;7671;5330;3571;3703;202594
"35055 REGISTRO";18653;18240;18819;17683;16287;15404;13981;12158;10058;8048;6249;4291;4509;164380
"35056 ITANHAEM";16616;16430;16676;15861;14630;14011;13723;12964;11276;8794;6478;4301;4264;156024
"35057 OSASCO";162779;173336;166524;148162;133271;118458;101714;82112;61003;40830;27117;17728;17986;1251020
"35058 FRANCO DA ROCHA";42984;44333;42111;37361;33456;29812;25950;21204;15587;9994;6269;3926;3881;316868
"35059 GUARULHOS";121998;128178;124177;113002;103396;91500;77737;62540;46235;31337;21147;13843;14095;949185
"35060 ITAPECERICA DA SERRA";90392;96275;94489;84702;75216;65255;55508;45047;33351;22322;14424;9021;9258;695260
"35061 SAO PAULO";1176835;1312161;1284884;1146950;1036032;954567;860042;725424;568719;411975;303669;220478;266390;10268126
"35062 MOGI DAS CRUZES";120684;122404;116555;105835;97446;88290;76559;61647;45695;31005;21079;13917;14229;915345
"35063 SANTOS";120474;128549;127230;116197;107519;101790;93395;80680;64518;48199;36929;26891;30885;1083256
"Total";3579280;3854821;3737442;3356614;3075191;2868067;2582180;2165276;1697478;1235351;910374;652663;748419;30463156
