"Microrregião IBGE";"De 20 a 24 anos";"De 25 a 29 anos";"De 30 a 34 anos";"De 35 a 39 anos";"De 40 a 44 anos";"De 45 a 49 anos";"De 50 a 54 anos";"De 55 a 59 anos";"De 60 a 64 anos";"De 65 a 69 anos";"De 70 a 74 anos";"De 75 a 79 anos";"De 80 anos ou mais";"Total"
"35023 BOTUCATU";17035;18328;18805;18068;16119;14843;14071;12711;10668;8187;5928;4361;5615;164739
"35024 ARARAQUARA";41193;46981;47951;44480;39088;36991;35367;31047;25234;19406;13671;10063;12615;404087
"35025 SAO CARLOS";25246;28150;29549;27562;24526;22544;21679;19245;15693;11995;8424;6342;8139;249094
"35026 RIO CLARO";20129;22334;23154;21684;18946;17423;16619;14717;11793;9246;6709;4947;6653;194354
"35027 LIMEIRA";48950;54752;55842;50793;45117;42354;39942;35531;28394;21142;14672;10398;12587;460474
"35028 PIRACICABA";45962;50793;53388;49257;43227;39709;37794;33346;27558;21594;15033;10787;13714;442162
"35029 PIRASSUNUNGA";15140;16525;16997;15347;13576;12990;12597;11182;8897;7112;5031;3730;4632;143756
"35030 SAO JOAO DA BOA VISTA";31560;34273;34913;32603;29866;29367;28866;26595;22019;17012;12170;9098;11665;320007
"35031 MOJI MIRIM";32247;35285;36404;33396;29878;28573;26956;23771;19344;14693;10277;7240;8476;306540
"35032 CAMPINAS";225728;253433;265273;247329;217434;200894;183630;161850;129720;96173;65479;46317;55150;2148410
"35033 AMPARO";13732;15021;15826;14945;13978;13298;12914;12007;10211;8189;5979;4553;5906;146559
"35034 DRACENA";8832;10016;10296;9728;8996;8701;8307;7557;6297;4998;3855;3006;3656;94245
"35035 ADAMANTINA";12019;14813;14712;13122;11707;11300;11098;10078;8390;6820;5318;4185;5172;128734
"35036 PRESIDENTE PRUDENTE";44965;48119;47735;46139;43422;43720;41500;35698;28876;22835;17166;12757;15058;447990
"35037 TUPA";7810;8652;8927;8547;8009;7962;7719;7013;5781;4698;3683;2867;3553;85221
"35038 MARILIA";25575;27913;28691;27757;25332;24130;23001;20977;17534;13702;9982;7409;9448;261451
"35039 ASSIS";20918;22931;22580;21457;19898;19419;18646;16377;13359;10436;7782;5614;6988;206405
"35040 OURINHOS";23060;24279;24351;22757;21194;20475;19915;17663;14946;11796;8721;6204;7496;222857
"35041 ITAPEVA";20735;20038;19680;18466;16932;15945;15316;13278;10626;8034;5752;4185;4733;173720
"35042 ITAPETININGA";17114;18393;18770;17093;14641;13173;12329;11027;8815;6688;4597;3341;3984;149965
"35043 TATUI";22653;24756;25074;23342;20514;18754;17442;15366;12595;9681;6879;4844;5598;207498
"35044 CAPAO BONITO";11108;10268;10082;9877;9465;8732;8014;6882;5618;4590;3433;2478;2658;93205
"35045 PIEDADE";16009;15948;15944;14980;13908;13217;12507;10857;8670;6860;5105;3501;3663;141169
"35046 SOROCABA";116246;125728;129221;120488;106562;98192;91822;79910;62845;46552;31604;22166;26148;1057484
"35047 JUNDIAI";53295;60496;64180;59653;51792;47346;43486;38506;30666;22838;15759;11312;13565;512894
"35048 BRAGANCA PAULISTA";42097;45935;47359;45184;40807;37332;34964;31339;25521;19645;14056;9957;12148;406344
"35049 CAMPOS DO JORDAO";5896;5809;5750;5708;5427;5159;4746;4015;3023;2279;1617;1136;1251;51816
"35050 SAO JOSE DOS CAMPOS";119917;129693;136402;128680;112541;103275;96513;86211;70810;52686;34617;22792;25861;1119998
"35051 GUARATINGUETA";32780;35504;36353;33816;30120;28417;27724;24867;20007;15295;10706;7358;8835;311782
"35052 BANANAL";2062;2082;2030;1977;1872;1832;1767;1531;1202;987;752;559;720;19373
"35053 PARAIBUNA/PARAITINGA";5654;5425;5327;5189;5159;5227;4941;4302;3537;2764;2236;1609;1738;53108
"35054 CARAGUATATUBA";25618;26142;26771;26474;23845;21416;18778;16059;13085;9691;6642;4364;4720;223605
"35055 REGISTRO";19193;17793;18042;18568;17130;16090;15233;13477;11452;8956;7020;5063;5549;173566
"35056 ITANHAEM";17525;16665;16850;17114;16222;15399;15179;14643;13055;10390;7792;5353;5521;171708
"35057 OSASCO";155898;166873;171823;159944;140603;126570;109752;92959;73071;52958;33402;21527;22329;1327709
"35058 FRANCO DA ROCHA";43297;45283;45266;41734;36516;32623;28482;24340;19049;13130;7972;4805;4776;347273
"35059 GUARULHOS";121167;126074;127967;120573;108475;99511;85394;71661;55918;40203;25928;16883;17622;1017376
"35060 ITAPECERICA DA SERRA";90888;95449;99012;93410;81765;72699;61645;52287;40954;29250;18577;11477;11623;759036
"35061 SAO PAULO";1092962;1222740;1306500;1236735;1092602;992006;901469;799967;657669;505973;348603;249830;314393;10721449
"35062 MOGI DAS CRUZES";122040;125010;123060;114219;103022;95138;84256;71841;55621;39577;25633;16812;17684;993913
"35063 SANTOS";117738;123697;130239;125440;113349;105880;99395;89656;75411;57378;41520;30571;37287;1147561
"Total";3409406;3733167;3886229;3653533;3248192;2998883;2761663;2437302;1982583;1509111;1048644;746834;900097;32315644
