"Microrregião IBGE";"De 20 a 24 anos";"De 25 a 29 anos";"De 30 a 34 anos";"De 35 a 39 anos";"De 40 a 44 anos";"De 45 a 49 anos";"De 50 a 54 anos";"De 55 a 59 anos";"De 60 a 64 anos";"De 65 a 69 anos";"De 70 a 74 anos";"De 75 a 79 anos";"De 80 anos ou mais";"Total"
"35020 BAURU";51963;51169;45832;41364;39870;37250;32606;26451;20238;15734;12799;9372;9596;394244
"35021 JAU";31003;30518;27651;25516;24770;23318;20090;15995;12223;9551;8028;5999;6063;240725
"35022 AVARE";16090;15513;14355;12985;12164;11273;9778;7932;6043;4617;3708;2593;2611;119662
"35023 BOTUCATU";18188;17890;16476;14833;14152;13296;11762;9755;7633;5926;4837;3590;3758;142096
"35024 ARARAQUARA";46590;45337;40877;37311;36629;33969;29167;23562;18172;13859;11191;8157;8292;353113
"35025 SAO CARLOS";28122;28155;25426;23057;22082;20866;17897;14406;10964;8425;6930;5116;5284;216730
"35026 RIO CLARO";22070;22177;20029;17928;17290;16163;13820;11184;8871;6879;5601;4275;4688;170975
"35027 LIMEIRA";54108;52486;46868;43385;41697;38753;33160;26124;19526;14607;11378;8149;8105;398346
"35028 PIRACICABA";50993;50886;45334;40962;39263;36506;31605;25946;19954;14899;11813;8790;9041;385992
"35029 PIRASSUNUNGA";16765;16335;14360;13229;13123;12187;10482;8458;6805;5121;4183;3021;3093;127162
"35030 SAO JOAO DA BOA VISTA";36290;34818;31360;29785;29886;28584;25428;20816;16271;12659;10392;7724;7912;291925
"35031 MOJI MIRIM";35139;34281;30731;28652;28012;25863;22288;17971;13718;10192;7887;5542;5470;265746
"35032 CAMPINAS";242078;246040;223757;203627;193651;175520;150443;117280;86262;63255;49049;34314;34728;1820004
"35033 AMPARO";15227;15125;13891;13132;12725;12207;11038;9343;7511;5965;4937;3664;3882;128647
"35034 DRACENA";10047;9646;8933;8559;8414;7966;7117;5999;4971;4151;3444;2470;2435;84152
"35035 ADAMANTINA";14559;13646;12152;11423;11422;10887;9665;8143;6958;5762;4905;3530;3495;116547
"35036 PRESIDENTE PRUDENTE";50072;47917;45158;43700;43731;39328;33166;27161;22072;17586;14018;9712;9788;403409
"35037 TUPA";9481;9170;8411;8147;8094;7641;6646;5557;4653;3894;3199;2302;2384;79579
"35038 MARILIA";29205;28917;26769;24509;23815;22274;19653;16287;12854;10037;8218;5978;6265;234781
"35039 ASSIS";23354;22183;20614;19617;19326;17928;15412;12753;10253;8079;6424;4702;4699;185344
"35040 OURINHOS";25186;23881;21708;20739;20456;19241;16849;14351;11498;8952;7016;4994;4947;199818
"35041 ITAPEVA";21377;20069;18182;16957;16328;14983;12685;10195;7961;6172;4866;3328;3154;156257
"35042 ITAPETININGA";17766;17227;15260;13419;12751;11825;10313;8200;6302;4685;3733;2630;2697;126808
"35043 TATUI";23394;22826;20648;18538;17438;15930;13822;11427;8993;6795;5233;3657;3679;172380
"35044 CAPAO BONITO";11960;11131;10423;9666;8906;7907;6726;5670;4702;3677;2815;1882;1689;87154
"35045 PIEDADE";17002;16111;14795;13717;12976;11694;9741;8166;6684;5201;3848;2505;2265;124705
"35046 SOROCABA";121825;120369;108747;99089;94406;86441;72742;56812;42435;30937;23964;16761;16837;891365
"35047 JUNDIAI";58337;59013;53260;48057;45736;41915;35996;28060;20819;15557;12106;8481;8649;435986
"35048 BRAGANCA PAULISTA";44543;43950;40457;36864;34886;32235;27835;22603;17706;13381;10582;7587;7734;340363
"35049 CAMPOS DO JORDAO";6015;5893;5635;5335;5084;4525;3726;2859;2236;1672;1269;845;832;45926
"35050 SAO JOSE DOS CAMPOS";129760;130769;118454;106422;101712;93675;81219;64627;46516;32382;23463;15977;16556;961532
"35051 GUARATINGUETA";36636;35537;31811;29211;28760;27460;23600;19076;14705;10809;8283;5801;6018;277707
"35052 BANANAL";2225;2089;1953;1868;1841;1689;1411;1178;991;816;652;471;516;17700
"35053 PARAIBUNA/PARAITINGA";5897;5523;5252;5178;5124;4624;3991;3387;2918;2400;1855;1237;1173;48559
"35054 CARAGUATATUBA";25001;25328;24016;21409;19192;16647;14107;11354;8418;6073;4375;2913;2764;181597
"35055 REGISTRO";20482;19846;18552;16842;15911;14511;12652;10741;8833;7194;5470;3648;3542;158224
"35056 ITANHAEM";17046;16615;15796;14381;13561;12985;12225;10931;9167;7165;5293;3496;3183;141844
"35057 OSASCO";171472;171639;155115;139088;126490;109517;91210;69713;48506;32485;22917;14693;13725;1166570
"35058 FRANCO DA ROCHA";43469;42041;37593;33741;30747;27007;22891;17469;11933;7602;5173;3306;3063;286035
"35059 GUARULHOS";125309;125269;116753;106671;97447;83050;68716;52438;36667;25213;17736;11485;10646;877400
"35060 ITAPECERICA DA SERRA";93153;93458;85652;76360;68458;58301;48587;37146;25723;17151;11559;7189;6929;629666
"35061 SAO PAULO";1266631;1313720;1204147;1079834;1006374;912343;793283;636139;475438;352297;274823;198440;211302;9724771
"35062 MOGI DAS CRUZES";122389;117190;107503;99104;92075;80377;66837;50849;35978;24859;17837;11657;10986;837641
"35063 SANTOS";126707;129062;119090;108973;104275;96504;85071;69864;53777;41801;33343;23833;24326;1016626
"Total";3768822;3786089;3453753;3139080;2968644;2700941;2328197;1864605;1407570;1048951;814723;575801;589544;28446720
