"Microrregião IBGE";"De 20 a 24 anos";"De 25 a 29 anos";"De 30 a 34 anos";"De 35 a 39 anos";"De 40 a 44 anos";"De 45 a 49 anos";"De 50 a 54 anos";"De 55 a 59 anos";"De 60 a 64 anos";"De 65 a 69 anos";"De 70 a 74 anos";"De 75 a 79 anos";"De 80 anos ou mais";"Total"
"35044 CAPAO BONITO";13404;11537;10296;9503;8447;7079;6013;5046;4090;3301;2373;1757;1187;84033
"35045 PIEDADE";17598;15415;14078;13380;12129;10016;8206;6888;5474;4407;3157;2260;1495;114503
"35046 SOROCABA";117718;106245;95993;93217;86227;72974;57695;43619;32910;26644;20239;15821;11225;780527
"35047 JUNDIAI";56011;51048;46369;44886;41917;36327;28802;21684;16597;13552;10062;7881;5779;380915
"35048 BRAGANCA PAULISTA";43313;39355;35299;33763;31612;27344;22446;17763;13704;11351;9023;7104;5126;297203
"35049 CAMPOS DO JORDAO";6285;5881;5440;5190;4645;3821;3002;2357;1848;1474;1075;816;570;42404
"35050 SAO JOSE DOS CAMPOS";129668;117175;104995;101797;95297;82642;66589;48674;34382;26245;19078;15030;11059;852631
"35051 GUARATINGUETA";36943;32749;29417;29178;28090;24321;19729;15579;11803;9492;7264;5665;4237;254467
"35052 BANANAL";2328;2069;1899;1894;1742;1444;1206;1046;880;770;584;480;375;16717
"35053 PARAIBUNA/PARAITINGA";6314;5627;5343;5232;4750;4023;3440;3029;2624;2100;1622;1226;801;46131
"35054 CARAGUATATUBA";24544;22881;20521;18664;16256;13773;11043;8321;6160;4714;3384;2489;1772;154522
"35055 REGISTRO";23482;20219;17440;16524;15021;12975;10967;9140;7697;6160;4515;3414;2442;149996
"35056 ITANHAEM";17716;15802;13938;13029;12402;11419;9966;8317;6863;5472;4065;3076;2039;124104
"35057 OSASCO";172666;158888;142756;131787;115260;96516;74915;53259;36425;26841;18287;13262;8894;1049756
"35058 FRANCO DA ROCHA";41461;36833;32649;30472;27098;23196;18069;12545;8315;5919;4165;3098;2091;245911
"35059 GUARULHOS";123859;116452;108195;100125;86665;71844;55406;39700;27781;20614;14070;10276;6784;781771
"35060 ITAPECERICA DA SERRA";91647;83360;74400;67911;59125;49719;38320;27142;18270;13104;8756;6203;4370;542327
"35061 SAO PAULO";1290831;1220100;1112453;1050250;960208;833437;678484;515315;389343;317351;242040;195344;141351;8946507
"35062 MOGI DAS CRUZES";118631;106723;98123;92919;82320;68416;52730;37990;26886;20319;14313;10668;7303;737341
"35063 SANTOS";129903;120302;109374;105380;98380;86590;71640;55905;44499;37026;28728;22954;16457;927138
"Total";3758495;3463426;3155364;3022316;2775990;2395323;1941621;1487725;1136943;924868;699656;551449;397836;25711012
