"Microrregião IBGE";"De 20 a 24 anos";"De 25 a 29 anos";"De 30 a 34 anos";"De 35 a 39 anos";"De 40 a 44 anos";"De 45 a 49 anos";"De 50 a 54 anos";"De 55 a 59 anos";"De 60 a 64 anos";"De 65 a 69 anos";"De 70 a 74 anos";"De 75 a 79 anos";"De 80 anos ou mais";"Total"
"35026 RIO CLARO";21980;22417;20601;18204;17321;16460;14327;11547;9276;7048;5714;4327;4988;174210
"35027 LIMEIRA";53841;53470;48036;43779;42062;39418;34422;27289;20611;15085;11731;8363;8753;406860
"35028 PIRACICABA";50422;51683;46538;41544;39412;37261;32466;26929;21092;15330;12144;8983;9691;393495
"35029 PIRASSUNUNGA";16584;16625;14704;13270;13085;12458;10862;8696;7163;5249;4305;3071;3330;129402
"35030 SAO JOAO DA BOA VISTA";35588;34782;31773;29711;29825;28848;26136;21582;17064;12919;10629;7837;8469;295163
"35031 MOJI MIRIM";34786;34824;31400;28872;28268;26370;23040;18706;14441;10563;8160;5693;5869;270992
"35032 CAMPINAS";242456;250714;230610;206838;196733;179245;156223;122934;91397;65448;50963;35463;37555;1866579
"35033 AMPARO";14973;15234;14104;13324;12794;12352;11354;9701;7912;6101;5091;3752;4165;130857
"35034 DRACENA";9847;9703;9121;8625;8485;8066;7335;6194;5144;4217;3537;2542;2584;85400
"35035 ADAMANTINA";14587;13778;12392;11448;11412;11022;9901;8341;7149;5858;5007;3617;3705;118217
"35036 PRESIDENTE PRUDENTE";49267;47515;45515;43420;44047;40329;34203;28014;22940;18081;14495;10010;10500;408336
"35037 TUPA";9227;9082;8469;8106;8126;7717;6851;5683;4803;3966;3302;2358;2537;80227
"35038 MARILIA";28841;28776;27170;24720;23903;22549;20263;16858;13476;10329;8416;6142;6717;238160
"35039 ASSIS";23159;22168;20906;19631;19405;18294;15887;13181;10668;8332;6547;4858;4979;188015
"35040 OURINHOS";24659;23862;21981;20833;20469;19620;17217;14812;11996;9278;7180;5162;5280;202349
"35041 ITAPEVA";20697;19937;18395;17040;16302;15283;13012;10580;8320;6318;5003;3426;3350;157663
"35042 ITAPETININGA";17637;17560;15766;13719;12828;12038;10686;8542;6659;4811;3857;2691;2865;129659
"35043 TATUI";23357;23240;21394;18969;17710;16328;14310;11910;9520;7077;5440;3756;3925;176936
"35044 CAPAO BONITO";11309;10847;10386;9740;8908;8045;6872;5769;4873;3771;2914;1955;1795;87184
"35045 PIEDADE";16481;16098;14936;13861;13011;11919;10091;8382;7026;5428;3992;2611;2439;126275
"35046 SOROCABA";121044;122051;112042;100815;95536;88641;75784;59483;45074;32094;24833;17254;18121;912772
"35047 JUNDIAI";58046;60246;55042;48983;46438;42744;37416;29387;21997;16022;12570;8783;9311;446985
"35048 BRAGANCA PAULISTA";44183;44328;41591;37758;35374;33031;28933;23483;18770;14002;10930;7803;8333;348519
"35049 CAMPOS DO JORDAO";5899;5804;5667;5364;5143;4643;3886;2963;2343;1728;1316;869;892;46517
"35050 SAO JOSE DOS CAMPOS";127880;132170;122040;108153;102521;95432;83808;67682;49753;33943;24556;16503;17835;982276
"35051 GUARATINGUETA";36047;35673;32447;29452;28683;27853;24435;19721;15486;11239;8495;5970;6421;281922
"35052 BANANAL";2168;2053;1973;1868;1839;1728;1465;1201;1032;829;666;483;548;17853
"35053 PARAIBUNA/PARAITINGA";5683;5425;5213;5158;5143;4728;4109;3478;2978;2504;1912;1253;1256;48840
"35054 CARAGUATATUBA";24749;25521;24795;22027;19771;17144;14670;12000;8990;6432;4589;3065;2997;186750
"35055 REGISTRO";19284;19181;18820;16945;15957;14758;12926;11118;9096;7477;5696;3774;3789;158821
"35056 ITANHAEM";16534;16448;16126;14754;13720;13146;12576;11507;9781;7638;5602;3643;3437;144912
"35057 OSASCO";169784;172912;158326;140770;128730;111556;94321;72868;51730;33830;23993;15302;14883;1189005
"35058 FRANCO DA ROCHA";43284;42630;38837;34486;31518;27635;23762;18473;12885;8079;5408;3421;3269;293687
"35059 GUARULHOS";124505;126486;118828;108037;99595;84807;71282;54980;39040;26283;18614;11939;11580;895976
"35060 ITAPECERICA DA SERRA";92077;94551;88313;78346;70568;59649;50554;39099;27655;18162;12195;7546;7578;646293
"35061 SAO PAULO";1252913;1325785;1228439;1090636;1012616;922947;814228;658932;499768;360531;283337;202190;227882;9880204
"35062 MOGI DAS CRUZES";121403;118355;109890;100536;93793;82282;69610;53438;38440;26012;18680;12090;11828;856357
"35063 SANTOS";124565;129440;121450;110232;105009;97985;87382;72768;56368;43105;34478;24417;26129;1033328
"Total";3731375;3822029;3531841;3175505;2996372;2746657;2401560;1938664;1483032;1080696;842553;590925;634099;28975308
