"Microrregião IBGE";"De 20 a 24 anos";"De 25 a 29 anos";"De 30 a 34 anos";"De 35 a 39 anos";"De 40 a 44 anos";"De 45 a 49 anos";"De 50 a 54 anos";"De 55 a 59 anos";"De 60 a 64 anos";"De 65 a 69 anos";"De 70 a 74 anos";"De 75 a 79 anos";"De 80 anos ou mais";"Total"
"35022 AVARE";15542;16089;15714;14599;13104;12193;11244;9614;7621;5583;4097;3033;3437;131870
"35023 BOTUCATU";17305;18432;18262;16809;15102;14292;13371;11712;9531;7179;5370;4067;4922;156354
"35024 ARARAQUARA";43445;47594;45930;41233;37476;36319;33534;28377;22567;16867;12362;9343;11013;386060
"35025 SAO CARLOS";26309;28966;28498;25620;23169;22055;20656;17538;13881;10313;7627;5892;7078;237602
"35026 RIO CLARO";20874;22789;22437;20120;17920;17066;15880;13411;10642;8204;6110;4659;5960;186072
"35027 LIMEIRA";50843;55471;53196;47271;43265;41329;38080;32282;24940;18182;13018;9486;10941;438304
"35028 PIRACICABA";47512;52213;51401;45601;40925;38810;35936;30709;24850;18647;13336;9971;11990;421901
"35029 PIRASSUNUNGA";15713;16923;16283;14264;13125;12882;12055;10142;8103;6268;4575;3451;4074;137858
"35030 SAO JOAO DA BOA VISTA";33263;35018;33939;31019;29428;29358;28066;24691;19868;15002;11190;8561;10315;309718
"35031 MOJI MIRIM";33237;35747;34733;31078;28831;27868;25555;21728;17204;12726;9111;6553;7327;291698
"35032 CAMPINAS";231706;257839;254760;228566;205951;192736;173461;146545;112791;81136;57326;41526;47449;2031792
"35033 AMPARO";14224;15343;15276;14162;13354;12895;12370;11109;9228;7185;5449;4225;5153;139973
"35034 DRACENA";9252;10045;9892;9179;8687;8471;7960;7019;5767;4597;3666;2834;3189;90558
"35035 ADAMANTINA";13229;14839;13720;12219;11389;11270;10716;9360;7800;6346;5099;3985;4530;124502
"35036 PRESIDENTE PRUDENTE";46874;48309;46956;44651;43328;43016;38744;32313;26130;20558;15746;11617;13046;431288
"35037 TUPA";8383;8956;8822;8286;7992;7937;7441;6466;5315;4337;3474;2666;3107;83182
"35038 MARILIA";26854;28695;28346;26434;24407;23553;22056;19345;15753;12077;9065;6874;8279;251738
"35039 ASSIS";21911;22966;21980;20544;19479;19132;17684;15037;12158;9439;7104;5288;6116;198838
"35040 OURINHOS";23695;24324;23522;21742;20679;20277;18974;16460;13716;10623;7893;5747;6540;214192
"35041 ITAPEVA";20592;19935;19312;17768;16480;15777;14521;12143;9609;7192;5317;3882;4124;166652
"35042 ITAPETININGA";17235;18355;17750;15540;13595;12685;11768;10053;7863;5797;4150;3074;3487;141352
"35043 TATUI";22801;24555;23826;21396;19036;17755;16216;13924;11269;8475;6121;4360;4856;194590
"35044 CAPAO BONITO";11082;10371;10278;9856;9211;8466;7583;6385;5285;4230;3168;2268;2266;90449
"35045 PIEDADE";16051;16068;15669;14456;13431;12729;11589;9737;7915;6238;4562;3109;3115;134669
"35046 SOROCABA";117542;126183;123709;111447;100458;94611;86075;71492;54906;39626;27788;19992;22631;996460
"35047 JUNDIAI";54914;61817;61442;54741;48796;45569;41330;34957;26817;19489;13970;10241;11697;485780
"35048 BRAGANCA PAULISTA";42702;45938;45476;41957;38029;35547;32725;28050;22484;17027;12367;8971;10488;381761
"35049 CAMPOS DO JORDAO";5877;5782;5740;5565;5292;4989;4431;3566;2692;2022;1454;1022;1090;49522
"35050 SAO JOSE DOS CAMPOS";122209;132710;132825;119523;106551;100316;92062;79023;61970;43806;29188;19817;22271;1062271
"35051 GUARATINGUETA";34105;36102;35164;31692;29007;28300;26798;22807;18018;13434;9486;6723;7795;299431
"35052 BANANAL";2084;2072;2014;1925;1839;1807;1662;1381;1119;915;700;530;648;18696
"35053 PARAIBUNA/PARAITINGA";5690;5381;5280;5137;5145;5079;4617;3937;3261;2644;2098;1451;1523;51243
"35054 CARAGUATATUBA";24963;26021;26357;24758;21953;19612;17010;14367;11325;8149;5600;3759;3944;207818
"35055 REGISTRO";18885;18041;18657;18032;16441;15597;14338;12482;10403;8232;6422;4501;4751;166782
"35056 ITANHAEM";16864;16445;16754;16251;15014;14348;14093;13396;11713;9175;6775;4570;4554;159952
"35057 OSASCO";159702;172337;168752;151271;134533;120816;103683;85119;64006;43859;28194;18696;18985;1269953
"35058 FRANCO DA ROCHA";42822;44746;43060;38483;34063;30569;26563;22059;16458;10760;6592;4134;4089;324398
"35059 GUARULHOS";120834;127986;125619;114977;104315;93943;79535;65012;48623;33489;22007;14616;14908;965864
"35060 ITAPECERICA DA SERRA";89853;96270;96110;87023;76545;67347;56910;47020;35219;24003;15242;9611;9790;710943
"35061 SAO PAULO";1142683;1294848;1298951;1171554;1045452;964421;870934;746890;590835;435605;310245;228505;277802;10378725
"35062 MOGI DAS CRUZES";120517;123436;118503;107941;98495;90291;78516;64433;48071;33076;21898;14663;15032;934872
"35063 SANTOS";119165;127464;128731;118724;108495;102890;95072;83142;67275;50322;37666;27922;32416;1099284
"Total";3512600;3840241;3795464;3434403;3103188;2904046;2631222;2240441;1766390;1302828;932316;678178;784589;30925906
