"Microrregião IBGE";"De 20 a 24 anos";"De 25 a 29 anos";"De 30 a 34 anos";"De 35 a 39 anos";"De 40 a 44 anos";"De 45 a 49 anos";"De 50 a 54 anos";"De 55 a 59 anos";"De 60 a 64 anos";"De 65 a 69 anos";"De 70 a 74 anos";"De 75 a 79 anos";"De 80 anos ou mais";"Total"
"35055 REGISTRO";18059;18438;19053;17137;15988;14990;13170;11506;9352;7836;5903;3920;4025;159377
"35056 ITANHAEM";15983;16205;16429;15194;13858;13290;12890;12088;10387;8196;5889;3812;3684;147905
"35057 OSASCO";167774;173396;161280;143104;130827;113500;97188;76095;54928;35540;24986;15996;16001;1210615
"35058 FRANCO DA ROCHA";42999;43023;40008;35399;32243;28236;24569;19492;13832;8642;5626;3558;3466;301093
"35059 GUARULHOS";123476;127140;120722;109904;101633;86500;73636;57547;41363;27621;19431;12461;12482;913916
"35060 ITAPECERICA DA SERRA";90810;95218;90826;80703;72582;60938;52389;41095;29576;19373;12789;7949;8201;662449
"35061 SAO PAULO";1236794;1331865;1250741;1106508;1017709;932772;833089;682378;523771;372562;290941;207048;243794;10029972
"35062 MOGI DAS CRUZES";120150;118971;112094;102442;95395;84108;72199;56076;40882;27443;19458;12596;12636;874450
"35063 SANTOS";122184;129212;123599;112007;105610;99365;89471;75734;58912;44863;35499;25127;27836;1049419
"Total";3686268;3840403;3603941;3226646;3020480;2789891;2468639;2014539;1557537;1123897;867640;609359;676727;29485967
